[0. 0. 0.]1619131004.141749
[0. 0. 0.]1619131004.1442852
[0. 0. 0.]1619131004.1452029
[0. 0. 0.]1619131004.1549938
[0. 0. 0.]1619131004.1554296
[0. 0. 0.]1619131004.1557565
[0. 0. 0.]1619131004.1809576
[0. 0. 0.]1619131004.1813703
[0. 0. 0.]1619131004.1816926
[0. 0. 0.]1619131004.1950262
[0. 0. 0.]1619131004.195429
[0. 0. 0.]1619131004.1957273
[0. 0. 0.]1619131004.2201617
[0. 0. 0.]1619131004.2206292
[0. 0. 0.]1619131004.2209864
[0. 0. 0.]1619131004.2354794
[0. 0. 0.]1619131004.2359285
[0. 0. 0.]1619131004.2362356
[0. 0. 0.]1619131004.260036
[0. 0. 0.]1619131004.2606237
[0. 0. 0.]1619131004.2611353
[0. 0. 0.]1619131004.2750516
[0. 0. 0.]1619131004.2756517
[0. 0. 0.]1619131004.276184
[0. 0. 0.]1619131004.3005886
[0. 0. 0.]1619131004.301305
[0. 0. 0.]1619131004.301866
[0. 0. 0.]1619131004.3153288
[0. 0. 0.]1619131004.315914
[0. 0. 0.]1619131004.3163836
[0. 0. 0.]1619131004.3403232
[0. 0. 0.]1619131004.3409033
[0. 0. 0.]1619131004.341385
[0. 0. 0.]1619131004.355191
[0. 0. 0.]1619131004.3558261
[0. 0. 0.]1619131004.3563547
[0. 0. 0.]1619131004.3812256
[0. 0. 0.]1619131004.3817015
[0. 0. 0.]1619131004.3820653
[0. 0. 0.]1619131004.3950539
[0. 0. 0.]1619131004.3955486
[0. 0. 0.]1619131004.395972
[0. 0. 0.]1619131004.4200351
[0. 0. 0.]1619131004.4206026
[0. 0. 0.]1619131004.4210708
[0. 0. 0.]1619131004.4351954
[0. 0. 0.]1619131004.4357316
[0. 0. 0.]1619131004.4361494
[0. 0. 0.]1619131004.4602919
[0. 0. 0.]1619131004.460797
[0. 0. 0.]1619131004.4751718
[0. 0. 0.]1619131004.475717
[ 401.94397297   36.74120255 1019.10348189]1619131004.5033672
[0. 0. 0.]1619131004.503787
[ 401.94397297   36.74120255 1019.10348189]1619131004.519789
[0. 0. 0.]1619131004.5203233
[385.88640265  42.59377103 999.97780797]1619131004.5473247
[ 401.94397297   36.74120255 1019.10348189]1619131004.547782
[385.88640265  42.59377103 999.97780797]1619131004.5557747
[ 401.94397297   36.74120255 1019.10348189]1619131004.556259
[385.88640265  42.59377103 999.97780797]1619131004.5854368
[ 401.94377923   36.74120972 1019.1031796 ]1619131004.5859845
[385.88640265  42.59377103 999.97780797]1619131004.6048884
[ 401.94377923   36.74120972 1019.1031796 ]1619131004.6054366
[385.88641446  42.5937543  999.97783134]1619131004.6277583
[ 401.94357541   36.74123424 1019.10285759]1619131004.6283097
[385.88659005  42.59376587 999.97810294]1619131004.6459866
[ 401.94338167   36.74124141 1019.10255529]1619131004.6465816
[385.88659005  42.59376587 999.97810294]1619131004.658353
[ 401.94338167   36.74124141 1019.10255529]1619131004.6590257
[385.88659005  42.59376587 999.97810294]1619131004.6715426
[ 401.94297402   36.74129045 1019.10191127]1619131004.672096
[385.88660186  42.59374915 999.97812632]1619131004.683887
[ 401.94265632   36.74128602 1019.10129452]1619131004.6843128
[385.88660186  42.59374915 999.97812632]1619131004.6876695
[ 401.94265632   36.74128602 1019.10129452]1619131004.6880858
[385.88660186  42.59374915 999.97812632]1619131004.7035751
[ 401.94148379   36.74134638 1019.09946102]1619131004.7040653
[385.88660186  42.59374915 999.97812632]1619131004.7209833
[ 401.94133484   36.74148912 1019.09924242]1619131004.7213883
[385.88659005  42.59376587 999.97810294]1619131004.7462451
[ 401.93954991   36.7416601  1019.09644043]1619131004.7467103
[385.88659005  42.59376587 999.97810294]1619131004.7602618
[ 401.93953744   36.74201053 1019.09670355]1619131004.760732
[385.88656644  42.59379932 999.97805619]1619131004.7855978
[ 401.93657907   36.74227893 1019.09206563]1619131004.7861028
[385.88655463  42.59381604 999.97803282]1619131004.8005934
[ 401.93564334   36.7423421  1019.09024739]1619131004.8011963
[385.88919161  42.59346474 999.98226488]1619131004.8254726
[ 401.93598767   36.74250836 1019.09076569]1619131004.8259184
[385.89025897  42.59398231 999.98464343]1619131004.84246
[ 401.93466085   36.74253438 1019.08796715]1619131004.8429744
[385.89025897  42.59398231 999.98464343]1619131004.8681452
[ 401.93466085   36.74253438 1019.08796715]1619131004.8686903
[385.89056865  42.5941459  999.9853951 ]1619131004.8806
