b'<Run|MPos:0.000,0.000,-0.010|FS:84,0>\r\n'TimeStamp:1619131014.1316688
b'<Run|MPos:0.000,0.000,-0.030|FS:84,0>\r\n'TimeStamp:1619131014.1579638
b'<Run|MPos:0.000,0.000,-0.050|FS:90,0>\r\n'TimeStamp:1619131014.1840014
b'<Run|MPos:0.000,0.000,-0.080|FS:102,0>\r\n'TimeStamp:1619131014.2104125
b'<Run|MPos:0.000,0.000,-0.110|FS:120,0>\r\n'TimeStamp:1619131014.236629
b'<Run|MPos:0.000,0.000,-0.160|FS:132,0>\r\n'TimeStamp:1619131014.2627316
b'<Run|MPos:0.000,0.000,-0.210|FS:150,0>\r\n'TimeStamp:1619131014.2906876
b'<Run|MPos:0.000,0.000,-0.270|FS:168,0>\r\n'TimeStamp:1619131014.3171523
b'<Run|MPos:0.000,0.000,-0.330|FS:186,0>\r\n'TimeStamp:1619131014.3435094
b'<Run|MPos:0.000,0.000,-0.410|FS:198,0>\r\n'TimeStamp:1619131014.3748004
b'<Run|MPos:0.000,0.000,-0.500|FS:216,0>\r\n'TimeStamp:1619131014.4036589
b'<Run|MPos:0.000,0.000,-0.590|FS:234,0>\r\n'TimeStamp:1619131014.4360921
b'<Run|MPos:0.000,0.000,-0.710|FS:252,0>\r\n'TimeStamp:1619131014.4623797
b'<Run|MPos:0.000,0.000,-0.810|FS:270,0>\r\n'TimeStamp:1619131014.4886777
b'<Run|MPos:0.000,0.000,-0.920|FS:288,0>\r\n'TimeStamp:1619131014.5208771
b'<Run|MPos:0.000,0.000,-1.060|FS:306,0>\r\n'TimeStamp:1619131014.548786
b'<Run|MPos:0.000,0.000,-1.200|FS:318,0>\r\n'TimeStamp:1619131014.575086
b'<Run|MPos:0.000,0.000,-1.330|FS:336,0>\r\n'TimeStamp:1619131014.602606
b'<Run|MPos:0.000,0.000,-1.480|FS:354,0|Ov:100,100,100>\r\n'TimeStamp:1619131014.635487
b'<Run|MPos:0.000,0.000,-1.660|FS:372,0>\r\n'TimeStamp:1619131014.661871
b'<Run|MPos:0.000,0.000,-1.820|FS:390,0>\r\n'TimeStamp:1619131014.6913345
b'<Run|MPos:0.000,0.000,-2.000|FS:408,0>\r\n'TimeStamp:1619131014.717962
