[0. 0. 0.]1619130912.8962948
[0. 0. 0.]1619130912.8974233
[0. 0. 0.]1619130912.8979378
[0. 0. 0.]1619130912.9069827
[0. 0. 0.]1619130912.9074628
[0. 0. 0.]1619130912.907849
[0. 0. 0.]1619130912.931829
[0. 0. 0.]1619130912.9323084
[0. 0. 0.]1619130912.9327404
[0. 0. 0.]1619130912.946829
[0. 0. 0.]1619130912.9472737
[0. 0. 0.]1619130912.947616
[0. 0. 0.]1619130912.9718695
[0. 0. 0.]1619130912.972456
[0. 0. 0.]1619130912.9729462
[0. 0. 0.]1619130912.9872863
[0. 0. 0.]1619130912.987816
[0. 0. 0.]1619130912.9881787
[0. 0. 0.]1619130912.9977431
[0. 0. 0.]1619130912.998189
[0. 0. 0.]1619130912.9985745
[0. 0. 0.]1619130913.0119388
[0. 0. 0.]1619130913.0124943
[0. 0. 0.]1619130913.0129335
[0. 0. 0.]1619130913.0266588
[0. 0. 0.]1619130913.0270576
[0. 0. 0.]1619130913.0273418
[0. 0. 0.]1619130913.0521247
[0. 0. 0.]1619130913.0527375
[0. 0. 0.]1619130913.0531523
[0. 0. 0.]1619130913.0674908
[0. 0. 0.]1619130913.068026
[0. 0. 0.]1619130913.0684552
[0. 0. 0.]1619130913.0916357
[0. 0. 0.]1619130913.0921462
[0. 0. 0.]1619130913.0925283
[0. 0. 0.]1619130913.1072474
[0. 0. 0.]1619130913.1077893
[0. 0. 0.]1619130913.1082082
[0. 0. 0.]1619130913.1176
[0. 0. 0.]1619130913.118008
[0. 0. 0.]1619130913.1183028
[0. 0. 0.]1619130913.131574
[0. 0. 0.]1619130913.1320062
[0. 0. 0.]1619130913.1322973
[0. 0. 0.]1619130913.1469712
[0. 0. 0.]1619130913.1473742
[0. 0. 0.]1619130913.1476638
[0. 0. 0.]1619130913.171842
[0. 0. 0.]1619130913.1722982
[0. 0. 0.]1619130913.1726613
[0. 0. 0.]1619130913.1867077
[0. 0. 0.]1619130913.1871421
[0. 0. 0.]1619130913.1875181
[0. 0. 0.]1619130913.211817
[0. 0. 0.]1619130913.2122812
[0. 0. 0.]1619130913.2126257
[0. 0. 0.]1619130913.2271547
[0. 0. 0.]1619130913.2276125
[0. 0. 0.]1619130913.2279737
[0. 0. 0.]1619130913.2376213
[0. 0. 0.]1619130913.238157
[0. 0. 0.]1619130913.2385714
[0. 0. 0.]1619130913.2517214
[0. 0. 0.]1619130913.2521667
[405.56777082 -98.64493984 997.11086112]1619130913.31222
[405.56777082 -98.64493984 997.11086112]1619130913.338005
[405.56777082 -98.64493984 997.11086112]1619130913.3479657
[405.56776622 -98.6449213  997.11085274]1619130913.3751361
[405.56794708 -98.6449481  997.11112355]1619130913.3905735
[405.56794708 -98.6449481  997.11112355]1619130913.3965912
[405.56793955 -98.644902   997.11110948]1619130913.4154105
[405.5681181  -98.64491952 997.1113761 ]1619130913.4301353
[405.56845909 -98.64488971 997.11188001]1619130913.4550438
[405.56858205 -98.64487318 997.11218103]1619130913.4702659
[405.56944489 -98.64484035 997.11345967]1619130913.4949224
[405.56944489 -98.64484035 997.11345967]1619130913.5078344
[405.56944489 -98.64484035 997.11345967]1619130913.5178273
[405.57134453 -98.64477367 997.11627519]1619130913.5355859
[405.5716895  -98.64474408 997.11678599]1619130913.5505803
[405.5716895  -98.64474408 997.11678599]1619130913.5717118
[405.57144277 -98.6446949  997.11618063]1619130913.590143
[405.57420001 -98.64455854 997.12026489]1619130913.6156032
[405.57434171 -98.6444492  997.12011346]1619130913.6294827
[405.57434171 -98.6444492  997.12011346]1619130913.6517367
[ 397.81720676 -103.22287554  989.62191702]1619130913.6705868
[405.57434171 -98.6444492  997.12011346]1619130913.671178
[ 397.81720676 -103.22287554  989.62191702]1619130913.6776514
[405.57434171 -98.6444492  997.12011346]1619130913.6781678
[ 397.81900389 -103.22323726  989.62462673]1619130913.6972976
[405.57851492 -98.64418175 997.12617171]1619130913.6978528
[ 397.81900389 -103.22323726  989.62462673]1619130913.7106164
[405.57868498 -98.64397101 997.12558424]1619130913.7111313
[ 397.80847461 -103.22434719  989.6090711 ]1619130913.7385452
[405.56837666 -98.64501243 997.11024536]1619130913.7390976
[ 397.80800791 -103.22447788  989.6083909 ]1619130913.7513337
[405.56837666 -98.64501243 997.11024536]1619130913.7519069
[ 397.81029083 -103.22534161  989.61187438]1619130913.7782226
[405.57649936 -98.64475195 997.12228635]1619130913.7788043
[ 397.81019539 -103.22553846  989.61175678]1619130913.7931213
[405.5760819  -98.64458578 997.12059147]1619130913.79358
[ 397.81392799 -103.226718    989.61742969]1619130913.8187935
[405.55166058 -98.64703539 997.08440953]1619130913.8194234
[ 397.81392799 -103.226718    989.61742969]1619130913.8350148
[405.54873459 -98.6468576  997.07804897]1619130913.8356154
[ 397.81392799 -103.226718    989.61742969]1619130913.838852
[405.54873459 -98.6468576  997.07804897]1619130913.8393729
[ 397.81392799 -103.226718    989.61742969]1619130913.8525922
[405.54873459 -98.6468576  997.07804897]1619130913.8531418
[ 397.81400361 -103.22703265  989.61756972]1619130913.874993
[405.54429041 -98.6432359  997.06672567]1619130913.8755069
[ 397.81954446 -103.22862926  989.62597313]1619130913.8981612
[405.55753368 -98.64251334 997.08576326]1619130913.8987956
[ 397.82027012 -103.22889298  989.62733583]1619130913.911426
[405.55753368 -98.64251334 997.08576326]1619130913.9118726
[ 397.82027012 -103.22889298  989.62733583]1619130913.933026
[405.55753368 -98.64251334 997.08576326]1619130913.933489
[ 397.82027012 -103.22889298  989.62733583]1619130913.9514039
[405.55372135 -98.64170122 997.07617946]1619130913.9518611
[ 397.82845654 -103.2310308   989.63984774]1619130913.979106
[405.57384019 -98.64058042 997.10504435]1619130913.979586
[ 397.82913047 -103.23159929  989.64077588]1619130913.9946604
[405.56926591 -98.63935525 997.0927668 ]1619130913.995117
[ 397.84025821 -103.23435588  989.65760785]1619130914.0184171
[405.59839647 -98.63782688 997.13486167]1619130914.0188768
[ 397.84114524 -103.23511081  989.65873699]1619130914.0332816
[405.59393208 -98.63089403 997.1203463 ]1619130914.0338037
[ 397.85587233 -103.23865483  989.68099856]1619130914.0582023
[405.63399966 -98.62848449 997.17816901]1619130914.0586343
[ 397.85587233 -103.23865483  989.68099856]1619130914.0717993
[405.65287572 -98.62756809 997.21953283]1619130914.072228
[ 397.85587233 -103.23865483  989.68099856]1619130914.0785239
[405.65287572 -98.62756809 997.21953283]1619130914.0789306
[ 397.87699676 -103.24382339  989.71294051]1619130914.098213
[405.70751261 -98.62456045 997.29966166]1619130914.0986307
[ 397.88053893 -103.24407152  989.71904967]1619130914.1136627
[405.69813414 -98.60845512 997.26781873]1619130914.114127
[ 397.90480855 -103.249456    989.75570103]1619130914.1383736
[405.76851128 -98.60402844 997.37055288]1619130914.138806
[ 397.90987146 -103.24939837  989.76459267]1619130914.1515586
[405.76851128 -98.60402844 997.37055288]1619130914.1520832
[ 397.93986078 -103.25580252  989.80998828]1619130914.1784668
[405.86996617 -98.59998207 997.52085999]1619130914.1789062
[ 397.93986078 -103.25580252  989.80998828]1619130914.191613
[405.90847757 -98.59779572 997.60086274]1619130914.1921175
[ 397.9811236  -103.26501785  989.87229356]1619130914.218441
[406.02181767 -98.59150185 997.76818811]1619130914.218953
[ 397.9811236  -103.26501785  989.87229356]1619130914.2315743
[406.02478493 -98.58600082 997.75739563]1619130914.232082
[ 398.03117827 -103.27592326  989.947847  ]1619130914.2582443
[406.16340505 -98.57848311 997.96154828]1619130914.2586367
[ 398.03231109 -103.27593797  989.94329458]1619130914.2733862
[406.16671481 -98.5719234  997.94692905]1619130914.27379
[ 398.08352452 -103.28632645  990.02019937]1619130914.2981107
[406.3338308  -98.56311029 998.19242084]1619130914.2985728
[ 398.08352452 -103.28632645  990.02019937]1619130914.3111088
[406.33809185 -98.55549887 998.17463336]1619130914.31155
[ 397.81630684 -103.31043644  989.62488881]1619130914.3415635
[406.00687431 -98.58568637 997.68286558]1619130914.3420897
[ 397.81442862 -103.31410019  989.62055561]1619130914.355761
[405.99401581 -98.57825571 997.6343991 ]1619130914.3561747
[ 397.86922592 -103.32774543  989.70297375]1619130914.3780267
[405.57731785 -98.6147432  997.01492123]1619130914.3785355
[ 397.85669371 -103.32728336  989.67011346]1619130914.391304
[405.57731785 -98.6147432  997.01492123]1619130914.3917115
[ 397.92050914 -103.3421507   989.7653729 ]1619130914.4182642
[405.80634682 -98.60810021 997.35451509]1619130914.4187348
[ 397.91908201 -103.34733737  989.75888011]1619130914.4318383
[405.80634682 -98.60810021 997.35451509]1619130914.4323385
[ 397.99239163 -103.36360523  989.8680344 ]1619130914.458268
[406.0848043  -98.59961822 997.76728617]1619130914.458717
[ 397.99239163 -103.36360523  989.8680344 ]1619130914.4712832
[406.16972271 -98.59941497 997.95531699]1619130914.471977
[ 398.0832178  -103.38574774  990.00533501]1619130914.5000072
[406.48071066 -98.585875   998.41449083]1619130914.5004597
[ 398.0968282  -103.38414025  990.02987177]1619130914.5112274
[406.48071066 -98.585875   998.41449083]1619130914.511832
[ 398.18984311 -103.40227589  990.16869854]1619130914.5381403
[406.86626021 -98.57369456 998.98575482]1619130914.5386727
[ 398.18984311 -103.40227589  990.16869854]1619130914.552864
[406.86482936 -98.56460628 998.94593464]1619130914.5535343
[ 398.30406486 -103.42715345  990.3410792 ]1619130914.5777879
[407.26607357 -98.54795411 999.53718499]1619130914.5782158
[ 398.30406486 -103.42715345  990.3410792 ]1619130914.591814
[407.40815817 -98.54796382 999.83569344]1619130914.59232
[ 398.30406486 -103.42715345  990.3410792 ]1619130914.5987742
[407.40815817 -98.54796382 999.83569344]1619130914.5993822
[ 398.42895906 -103.45299856  990.52943693]1619130914.6182806
[ 407.8576429   -98.53022116 1000.50107865]1619130914.6187863
[ 398.42895906 -103.45299856  990.52943693]1619130914.6310227
[ 407.86378765  -98.47099481 1000.45102408]1619130914.6315265
[ 398.42895906 -103.45299856  990.52943693]1619130914.6529493
[ 407.86378765  -98.47099481 1000.45102408]1619130914.6536283
[ 398.42895906 -103.45299856  990.52943693]1619130914.6725485
[ 407.98666878  -98.4676874  1000.74725562]1619130914.6729462
[ 398.56362213 -103.47957157  990.73240447]1619130914.6983926
[ 408.48208204  -98.44750688 1001.48231647]1619130914.698842
[ 398.57549703 -103.48876006  990.74436331]1619130914.7138314
[ 408.48814684  -98.43247707 1001.42810582]1619130914.7143495
[ 398.57549703 -103.48876006  990.74436331]1619130914.7356236
[ 408.48814684  -98.43247707 1001.42810582]1619130914.7362535
[ 398.58407837 -103.47760718  990.76339953]1619130914.7542615
[ 408.64554992  -98.43199812 1001.80786665]1619130914.754991
[ 398.70745201 -103.49694989  990.94769194]1619130914.7782955
[ 409.18347993  -98.41107803 1002.60811722]1619130914.7787883
[ 398.70745201 -103.49694989  990.94769194]1619130914.791877
[ 409.18491234  -98.39427708 1002.53104003]1619130914.7924633
[ 398.85804043 -103.52408837  991.174418  ]1619130914.8179271
[ 409.75540409  -98.37263439 1003.3768408 ]1619130914.8184838
[ 398.85804043 -103.52408837  991.174418  ]1619130914.8311899
[ 410.04267766  -98.37885355 1003.98042512]1619130914.8316991
[ 399.01426802 -103.55104726  991.40952198]1619130914.858602
[ 410.64798188  -98.35747907 1004.88232946]1619130914.8590808
[ 399.03194702 -103.56334556  991.4281245 ]1619130914.874259
[ 410.56828842  -98.20391025 1004.56191033]1619130914.8746622
[ 399.16358008 -103.58123729  991.62430265]1619130914.8953972
[ 410.56828842  -98.20391025 1004.56191033]1619130914.895937
[ 399.21019193 -103.58684909  991.7098349 ]1619130914.9139447
[ 410.45671597  -98.17920334 1004.2890447 ]1619130914.9143815
[ 399.34222326 -103.60366141  991.90723872]1619130914.9380941
[ 411.0776662   -98.15411034 1005.2063207 ]1619130914.938634
[ 399.39783171 -103.59205177  992.00905016]1619130914.951574
[ 411.0776662   -98.15411034 1005.2063207 ]1619130914.9520175
[ 399.52877395 -103.60683915  992.20523732]1619130914.978186
[ 411.83654787  -98.13514012 1006.32858295]1619130914.9786139
[ 399.4651     -103.58800027  992.01242964]1619130914.9935813
[ 411.85051838  -98.11545975 1006.23349203]1619130914.9940443
[ 399.58956828 -103.60053811  992.19526101]1619130915.0177758
[ 412.49150291  -98.09115059 1007.17681866]1619130915.0184145
[ 399.60454097 -103.61938365  992.19868764]1619130915.0329125
[ 412.51214649  -98.07124727 1007.08639006]1619130915.0336137
[ 399.72373508 -103.63088406  992.37279514]1619130915.0584967
[ 413.15029726  -98.04745528 1008.02230678]1619130915.059029
[ 399.72373508 -103.63088406  992.37279514]1619130915.0714285
[ 413.17897754  -98.02751193 1007.94034556]1619130915.0718935
[ 399.88180819 -103.65256629  992.61012784]1619130915.0979712
[ 413.8067422   -98.00435817 1008.85768577]1619130915.0985255
[ 399.95751861 -103.62647588  992.75001723]1619130915.1112862
[ 413.8067422   -98.00435817 1008.85768577]1619130915.111758
[ 400.06651003 -103.63393192  992.90979491]1619130915.137972
[ 414.6007999   -97.98728244 1010.02921482]1619130915.1384323
[ 400.06651003 -103.63393192  992.90979491]1619130915.151313
[ 414.64977874  -97.96721496 1009.97513035]1619130915.151855
[ 400.06651003 -103.63393192  992.90979491]1619130915.1728437
[ 414.64977874  -97.96721496 1009.97513035]1619130915.1734717
[ 400.06651003 -103.63393192  992.90979491]1619130915.1919127
[ 414.35324158  -97.74369299 1009.21997719]1619130915.1924133
[ 400.06651003 -103.63393192  992.90979491]1619130915.2155519
[ 414.93846926  -97.71810214 1010.06516625]1619130915.2160604
[ 400.06651003 -103.63393192  992.90979491]1619130915.231055
[ 414.99901852  -97.70543772 1010.03108698]1619130915.2315812
