b'<Run|MPos:0.000,0.000,-0.010|FS:78,0>\r\n'TimeStamp:1619130922.8839684
b'<Run|MPos:0.000,0.000,-0.020|FS:84,0>\r\n'TimeStamp:1619130922.9102237
b'<Run|MPos:0.000,0.000,-0.040|FS:90,0>\r\n'TimeStamp:1619130922.9410377
b'<Run|MPos:0.000,0.000,-0.070|FS:102,0>\r\n'TimeStamp:1619130922.9679706
b'<Run|MPos:0.000,0.000,-0.100|FS:114,0>\r\n'TimeStamp:1619130922.9962277
b'<Run|MPos:0.000,0.000,-0.150|FS:132,0>\r\n'TimeStamp:1619130923.0274727
b'<Run|MPos:0.000,0.000,-0.210|FS:150,0>\r\n'TimeStamp:1619130923.0537543
b'<Run|MPos:0.000,0.000,-0.270|FS:168,0>\r\n'TimeStamp:1619130923.0797927
b'<Run|MPos:0.000,0.000,-0.330|FS:180,0>\r\n'TimeStamp:1619130923.1061783
b'<Run|MPos:0.000,0.000,-0.400|FS:198,0>\r\n'TimeStamp:1619130923.1323605
b'<Run|MPos:0.000,0.000,-0.480|FS:210,0>\r\n'TimeStamp:1619130923.1599967
b'<Run|MPos:0.000,0.000,-0.570|FS:228,0>\r\n'TimeStamp:1619130923.1875768
b'<Run|MPos:0.000,0.000,-0.660|FS:246,0>\r\n'TimeStamp:1619130923.213784
b'<Run|MPos:0.000,0.000,-0.760|FS:264,0>\r\n'TimeStamp:1619130923.2403295
b'<Run|MPos:0.000,0.000,-0.870|FS:276,0>\r\n'TimeStamp:1619130923.2678769
b'<Run|MPos:0.000,0.000,-0.990|FS:294,0>\r\n'TimeStamp:1619130923.2940762
b'<Run|MPos:0.000,0.000,-1.110|FS:312,0>\r\n'TimeStamp:1619130923.3207388
b'<Run|MPos:0.000,0.000,-1.240|FS:324,0>\r\n'TimeStamp:1619130923.348413
b'<Run|MPos:0.000,0.000,-1.380|FS:342,0|Ov:100,100,100>\r\n'TimeStamp:1619130923.3760564
b'<Run|MPos:0.000,0.000,-1.530|FS:360,0>\r\n'TimeStamp:1619130923.4028137
b'<Run|MPos:0.000,0.000,-1.680|FS:378,0>\r\n'TimeStamp:1619130923.4297795
b'<Run|MPos:0.000,0.000,-1.840|FS:390,0>\r\n'TimeStamp:1619130923.456016
b'<Run|MPos:0.000,0.000,-2.000|FS:408,0>\r\n'TimeStamp:1619130923.4842985
b'<Run|MPos:0.000,0.000,-2.190|FS:426,0>\r\n'TimeStamp:1619130923.5107386
b'<Run|MPos:0.000,0.000,-2.360|FS:438,0>\r\n'TimeStamp:1619130923.5368257
b'<Run|MPos:0.000,0.000,-2.550|FS:456,0>\r\n'TimeStamp:1619130923.563218
b'<Run|MPos:0.000,0.000,-2.740|FS:474,0>\r\n'TimeStamp:1619130923.5894551
b'<Run|MPos:0.000,0.000,-2.940|FS:486,0|WCO:0.000,0.000,0.000>\r\n'TimeStamp:1619130923.6231854
b'<Run|MPos:0.000,0.000,-3.210|FS:510,0>\r\n'TimeStamp:1619130923.6506624
